Участок,Позиция запорной арматуры,Конструктивное исполнение,Тип арматуры (запорная/ Регулирующая),Тип привода,Позиция трубы,Условный диаметр трубы DN,"Условное давление рабочей среды PN, бар",Материал трубы,Среда,Датчик положения,Тип пневмораспределителя,Положение при аварийном отключении (НЗ/НО/БИ),ШПУ,"Расход воздуха на 1 операцию, л.",Ø и резьба пневмоприсоединения,Кол-во ответных фитингов,"Ø пневмотрубки, мм",Тип концевого выключателя,Тип позиционера,Описание устройства,Категория,PLC,Ex-исполнение,Описание (ТЕМП),Операция,Примечание,,,,
Измельчение. 1-2 стадии,0206.001-KV-201,Шиберно-ножевая задвижка,Запорная,Ручной,206.001-PP-220-300-LAA,300,10,марка стали 20 (марка стали может быть изменена по желанию заказчика)  ,Пульпа,-,,-,,,,,,,,,,,НЕТ,Дренаж зумпфа 0206.001-SU-204,Дренаж зумпфа  0206.001-SU-204,,,,,
Измельчение. 1-2 стадии,0206.001-KV-225,Шиберно-ножевая задвижка,Запорная,Ручной,206.001-PP-214-400-LBА,400,10,сталь (Ст. 20 или Ст.3 кп) гумированная каучуком,Пульпа,+,,Без изменений,,,,,,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Ручная ЗРА,2.1,НЕТ,Всас насоса 0206.001-PU-205,Всас насоса 0206.001-PU-205,,,,,
Измельчение. 1-2 стадии,0206.001-KV-226,Шиберно-ножевая задвижка,Запорная,Ручной,206.001-PP-215-400-LBА,500,10,сталь (Ст. 20 или Ст.3 кп) гумированная каучуком,Пульпа,+,,Без изменений,,,,,,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Ручная ЗРА,2.1,НЕТ,Всас насоса 0206.001-PU-206,Всас насоса 0206.001-PU-206,,,,,
Измельчение. 1-2 стадии,0206.001-KV-227,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.001-PP-214-400-LBА,400,10,сталь (Ст. 20 или Ст.3 кп) гумированная каучуком,Пульпа,+,5/3,Без изменений,0206.601-CPC02,"256,9","G 1/2""",2,12,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-FL,2.1,НЕТ,Всас насоса 0206.001-PU-205,Всас насоса 0206.001-PU-205,,,,,
Измельчение. 1-2 стадии,0206.001-KV-228,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.001-PP-215-400-LBА,500,10,сталь (Ст. 20 или Ст.3 кп) гумированная каучуком,Пульпа,+,5/3,Без изменений,0206.601-CPC02,"256,9","G 1/2""",2,12,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-FL,2.1,НЕТ,Всас насоса 0206.001-PU-206,Всас насоса 0206.001-PU-206,,,,,
Измельчение. 1-2 стадии,0206.001-KV-229,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.001-PP-221-150-LBА,150,10,сталь (Ст. 20 или Ст.3 кп) гумированная каучуком,Пульпа,+,5/2 МС,Нормально закрыт,0206.601-CPC02,"55,3","G 3/8""",2,10,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.1,НЕТ,Дренаж трубопровода всаса насоса 0206.001-PU-205,Дренаж трубопровода всаса насоса  0206.001-PU-205,,,,,
Измельчение. 1-2 стадии,0206.001-KV-230,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.001-PP-222-150-LBА,150,10,сталь (Ст. 20 или Ст.3 кп) гумированная каучуком,Пульпа,+,5/2 МС,Нормально закрыт,0206.601-CPC02,"55,3","G 3/8""",2,10,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.1,НЕТ,Дренаж трубопровода всаса насоса 0206.001-PU-206,Дренаж трубопровода всаса насоса  0206.001-PU-206,,,,,
Измельчение. 1-2 стадии,0206.001-KV-231,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.001-PP-216-350-LBА,350,10,сталь (Ст. 20 или Ст.3 кп) гумированная каучуком,Пульпа,+,5/3,Без изменений,0206.601-CPC02,"171,9","G 3/8""",2,12,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-FL,2.1,НЕТ,Нагнетание насоса 0206.001-PU-205,Нагнетание насоса 0206.001-PU-205,,,,,
Измельчение. 1-2 стадии,0206.001-KV-209,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.001-PP-217-350-LBА,350,10,сталь (Ст. 20 или Ст.3 кп) гумированная каучуком,Пульпа,+,5/3,Без изменений,0206.601-CPC02,"171,9","G 3/8""",2,12,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-FL,2.1,НЕТ,Нагнетание насоса 0206.001-PU-206,Нагнетание насоса 0206.001-PU-206,,,,,
Измельчение. 1-2 стадии,0206.001-BV-201,Шаровый кран,Запорная,Ручной,-,150,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,"Подача оборотной воды на промывку зумпфа 0206.001-SU-204, линия насоса 0206.001-PU-205",Подача оборотной воды на промывку трубопровода  206.001-PP-214-400-LBА,,,,,
Измельчение. 1-2 стадии,0206.001-BV-212,Шаровый кран,Запорная,Ручной,-,150,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,"Подача оборотной воды на промывку зумпфа 0206.001-SU-204, линия насоса 0206.001-PU-206",Подача оборотной воды на промывку трубопровода  206.001-PP-215-400-LBА,,,,,
Измельчение. 1-2 стадии,0206.001-BV-203,Шаровый кран,Запорная,Ручной,-,150,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку всас трубопровода насоса 0206.001-PU-205,Подача оборотной воды на промывку трубопровода  206.001-PP-214-400-LBА,,,,,
Измельчение. 1-2 стадии,0206.001-BV-214,Шаровый кран,Запорная,Ручной,-,150,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку всас трубопровода насоса 0206.001-PU-206,Подача оборотной воды на промывку трубопровода  206.001-PP-215-400-LBА,,,,,
Измельчение. 1-2 стадии,0206.001-BV-205,Шаровый кран,Запорная,Пневмопривод,-,150,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.601-CPC02,"230,0","G 1/4""",2,10,P+F/ NBN4-12GM40-Z0+APL-320,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.1,НЕТ,Подача оборотной воды на промывку всас трубопровода насоса 0206.001-PU-205,Подача оборотной воды на промывку трубопровода  206.001-PP-214-400-LBА,,,,,
Измельчение. 1-2 стадии,0206.001-BV-216,Шаровый кран,Запорная,Пневмопривод,-,150,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.601-CPC02,"230,0","G 1/4""",2,10,P+F/ NBN4-12GM40-Z0+APL-320,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.1,НЕТ,Подача оборотной воды на промывку всас трубопровода насоса 0206.001-PU-206,Подача оборотной воды на промывку трубопровода  206.001-PP-215-400-LBА,,,,,
Измельчение. 1-2 стадии,0206.001-BV-207,Шаровый кран,Запорная,Ручной,-,150,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку насоса 0206.001-PU-205,Подача оборотной воды на промывку трубопровода  206.001-PP-214-400-LBА,,,,,
Измельчение. 1-2 стадии,0206.001-BV-218,Шаровый кран,Запорная,Ручной,-,150,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку насоса 0206.001-PU-206,Подача оборотной воды на промывку трубопровода  206.001-PP-215-400-LBА,,,,,
Измельчение. 1-2 стадии,0206.001-BV-209,Шаровый кран,Запорная,Пневмопривод,-,150,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.601-CPC02,"230,0","G 1/4""",2,10,P+F/ NBN4-12GM40-Z0+APL-320,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.1,НЕТ,Подача оборотной воды на промывку насоса 0206.001-PU-205,Подача оборотной воды на промывку трубопровода  206.001-PP-214-400-LBА,,,,,
Измельчение. 1-2 стадии,0206.001-BV-210,Шаровый кран,Запорная,Пневмопривод,-,150,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.601-CPC02,"230,0","G 1/4""",2,10,P+F/ NBN4-12GM40-Z0+APL-320,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.1,НЕТ,Подача оборотной воды на промывку насоса 0206.001-PU-206,Подача оборотной воды на промывку трубопровода  206.001-PP-215-400-LBА,,,,,
Измельчение. 1-2 стадии,0206.001-GB-205,Соленоидный клапан,Запорная,Соленоидный клапан,-,20,10,сталь (марку стали определяет ВК),Фильтрованная вода,-,,Без изменений,,,,,,,,,Клапан ГУ,2.1,НЕТ,Фильтрованная вода на гидроуплотнение 0206.001-PU-205,Фильтрованная вода на гидроуплотнение 0206.001-PU-205,,,,,
Измельчение. 1-2 стадии,0206.001-GB-206,Соленоидный клапан,Запорная,Соленоидный клапан,-,20,10,сталь (марку стали определяет ВК),Фильтрованная вода,-,,Без изменений,,,,,,,,,Клапан ГУ,2.1,НЕТ,Фильтрованная вода на гидроуплотнение 0206.001-PU-206,Фильтрованная вода на гидроуплотнение 0206.001-PU-206,,,,,
Измельчение. 1-2 стадии,0206.001-KV-127.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.1,НЕТ,Промывка задвижки 0206.001-KV-127,Промывка задвижки 0206.001-KV-127,,,,,
Измельчение. 1-2 стадии,0206.001-KV-131.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.1,НЕТ,Промывка задвижки 0206.001-KV-131,Промывка задвижки 0206.001-KV-131,,,,,
Измельчение. 1-2 стадии,0206.001-KV-128.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.1,НЕТ,Промывка задвижки 0206.001-KV-128,Промывка задвижки 0206.001-KV-128,,,,,
Измельчение. 1-2 стадии,0206.001-KV-109.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.1,НЕТ,Промывка задвижки 0206.001-KV-109,Промывка задвижки 0206.001-KV-109,,,,,
Измельчение. 1-2 стадии,0206.001-KV-227.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.1,НЕТ,Промывка задвижки 0206.001-KV-227,Промывка задвижки 0206.001-KV-227,,,,,
Измельчение. 1-2 стадии,0206.001-KV-231.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.1,НЕТ,Промывка задвижки 0206.001-KV-231,Промывка задвижки 0206.001-KV-231,,,,,
Измельчение. 1-2 стадии,0206.001-KV-228.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.1,НЕТ,Промывка задвижки 0206.001-KV-228,Промывка задвижки 0206.001-KV-228,,,,,
Измельчение. 1-2 стадии,0206.001-KV-209.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.1,НЕТ,Промывка задвижки 0206.001-KV-209,Промывка задвижки 0206.001-KV-209,,,,,
Додрабливание,0206.007-BY-101,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,300,10,сталь (определяет ВК),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на грохот 0206.007-SC-101,Подача оборотной воды на грохот  0206.007-SC-101,,,,,
Додрабливание,0206.007-BY-102,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,-,300,10,сталь (определяет ВК),Оборотная вода,+,Порт коллектора,Без изменений,0206.601-CPC01,"240,0","G 1/4""",1,10,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,1.1,НЕТ,Подача оборотной воды на грохот 0206.007-SC-101,Подача оборотной воды на грохот  0206.007-SC-101,,,,,
Додрабливание,0206.007-BY-103,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,300,10,сталь (определяет ВК),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на грохот 0206.007-SC-101,Подача оборотной воды на грохот  0206.007-SC-101,,,,,
Додрабливание,0206.007-BY-104,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,300,10,сталь (определяет ВК),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на грохот 0206.007-SC-101,Подача оборотной воды на грохот  0206.007-SC-101,,,,,
Додрабливание,0206.007-BY-201,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,300,10,сталь (определяет ВК),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на грохот 0206.007-SC-201,Подача оборотной воды на грохот  0206.007-SC-201,,,,,
Додрабливание,0206.007-BY-202,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,-,300,10,сталь (определяет ВК),Оборотная вода,+,Порт коллектора,Без изменений,0206.601-CPC02,"240,0","G 1/4""",1,10,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,2.1,НЕТ,Подача оборотной воды на грохот 0206.007-SC-201,Подача оборотной воды на грохот  0206.007-SC-201,,,,,
Додрабливание,0206.007-BY-203,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,300,10,сталь (определяет ВК),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на грохот 0206.007-SC-201,Подача оборотной воды на грохот  0206.007-SC-201,,,,,
Додрабливание,0206.007-BY-204,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,300,10,сталь (определяет ВК),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на грохот 0206.007-SC-201,Подача оборотной воды на грохот  0206.007-SC-201,,,,,
Доизмельчение,0206.004-KV-114,Шиберно-ножевая задвижка,Запорная,Ручной,206.004-PP-104-100-LAA,100,10,Сталь Ст.20 (марка стали может быть изменена по желанию заказчика)  ,Пульпа,-,,-,,,,,,,,,,,НЕТ,Дренаж зумпфа 0206.004-SU-103,Дренаж зумпфа  0206.004-SU-103,,,,,
Доизмельчение,0206.004-KV-115,Шиберно-ножевая задвижка,Запорная,Ручной,206.004-PP-105-200-LBА,200,10,сталь (Ст. 20 или Ст.3 кп) гуммированная каучуком,Пульпа,+,,Без изменений,,,,,,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Ручная ЗРА,1.2,НЕТ,Всас насоса 0206.004-PU-103,Всас насоса 0206.004-PU-103,,,,,
Доизмельчение,0206.004-KV-116,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.004-PP-105-200-LBА,200,10,сталь (Ст. 20 или Ст.3 кп) гуммированная каучуком,Пульпа,+,5/3,Без изменений,0206.604-CPC01,"45,7","G 1/4""",2,10,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-FL,1.2,НЕТ,Всас насоса 0206.004-PU-103,Всас насоса 0206.004-PU-103,,,,,
Доизмельчение,0206.004-KV-117,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.004-PP-110-080-LBА,80,10,сталь (Ст. 20 или Ст.3 кп) гуммированная каучуком,Пульпа,+,5/2 МС,Нормально закрыт,0206.604-CPC01,"14,3","G 1/4""",2,10,P+F/ NBN8-18GM40-Z0,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,1.2,НЕТ,Дренаж трубопровода всаса насоса 0206.004-PU-103,Дренаж трубопровода всаса насоса  0206.004-PU-103,,,,,
